year,scene_id,satellite,utc_date,utc_time,image_relative_path,mask_relative_path,image_bytes,mask_bytes,width,height,layer_count,dtype,compression,pixel_size_x_deg,pixel_size_y_deg,upper_left_x,upper_left_y,epsg,mask_width,mask_height,mask_mode,mask_unique_values,pair_status,image_sha256,mask_sha256
2020,NC_H08_20200213_0000_R21_FLDK.06001_06001_clipped,Himawari-8,20200213,0000,2020_new_clip/NC_H08_20200213_0000_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200213_0000_R21_FLDK.06001_06001_clipped_mask.png,12452129,1346,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,47e4b96c7ca32d9d5ec1d19f7590811f318f6a22268ff9c314f37887eb9769d1,18f3502daa31e246d574a746804d1b14f1cb3031768cf319a6335b9602dbeec6
2020,NC_H08_20200213_0030_R21_FLDK.06001_06001_clipped,Himawari-8,20200213,0030,2020_new_clip/NC_H08_20200213_0030_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200213_0030_R21_FLDK.06001_06001_clipped_mask.png,12572118,1613,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,d0711de8661eef4550cb995876bd78e8b3a7f34fa83628405a0e930b7470ca9f,6e1612160870afc9a04ac243c9120c07e6de88b823ebd6fbbb3ff46ec5a6c0fb
2020,NC_H08_20200213_0100_R21_FLDK.06001_06001_clipped,Himawari-8,20200213,0100,2020_new_clip/NC_H08_20200213_0100_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200213_0100_R21_FLDK.06001_06001_clipped_mask.png,12634470,1443,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,e04ba2e8d00576bda0f0087cb612f3a2d3b6befc1c23237d6b66ac10fc97eec1,de557d87319a21cb76d7942c1864d00b2ed7cd52ec675d293b850715e0498e0d
2020,NC_H08_20200213_0130_R21_FLDK.06001_06001_clipped,Himawari-8,20200213,0130,2020_new_clip/NC_H08_20200213_0130_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200213_0130_R21_FLDK.06001_06001_clipped_mask.png,12711963,1317,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,6d190c118f9b25319c44ebe569ffa60ab11e18443aa2ebedb4ea1eafd4bb733e,e9fba29cb566d2417bce2f73479c5904c31daa30603a93cf50c7bab3e374be65
2020,NC_H08_20200213_0200_R21_FLDK.06001_06001_clipped,Himawari-8,20200213,0200,2020_new_clip/NC_H08_20200213_0200_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200213_0200_R21_FLDK.06001_06001_clipped_mask.png,12766939,1366,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,38cbacda3af1000c0ff8095049fcb3be7ae4b1a907b4bd0108412e159682c7cb,5aa9bb703a2b7ae7f7de1a0a076e4240906063e6d2cf383d72e05b06a5ce4fcb
2020,NC_H08_20200213_0230_R21_FLDK.06001_06001_clipped,Himawari-8,20200213,0230,2020_new_clip/NC_H08_20200213_0230_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200213_0230_R21_FLDK.06001_06001_clipped_mask.png,12714009,1318,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,99c99f6f6583fa8af5bd77de6acb99f3455fe0fd28e1626c78715d5922259c60,776b403667deb1826f8d204938817dadee818c27bdde1a4ee16f643fbc906f3c
2020,NC_H08_20200213_0300_R21_FLDK.06001_06001_clipped,Himawari-8,20200213,0300,2020_new_clip/NC_H08_20200213_0300_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200213_0300_R21_FLDK.06001_06001_clipped_mask.png,12788539,1337,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,9fc406582993ba0c05e696d1d8f0b2ea0a681980c3954313c960872c5a945059,308b69766da5188b2ee1ee150cccd66428083f4f1b7ba9fb4e49bc5b5278dfef
2020,NC_H08_20200213_0330_R21_FLDK.06001_06001_clipped,Himawari-8,20200213,0330,2020_new_clip/NC_H08_20200213_0330_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200213_0330_R21_FLDK.06001_06001_clipped_mask.png,12685450,1307,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,d8e7a152260bd1a233580e963c355557dad4b777a57181a49aa9ca4ff1fd3535,025b61209f9c25d4b66e1ebd674a8f4cdf520b9f3537c3e8d0b6eefa06c08005
2020,NC_H08_20200213_0400_R21_FLDK.06001_06001_clipped,Himawari-8,20200213,0400,2020_new_clip/NC_H08_20200213_0400_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200213_0400_R21_FLDK.06001_06001_clipped_mask.png,12448858,1042,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,af6e25af8eb406f478f6793c20436f8ab156c7beeabb7dbfd20b5e74690838a8,8ab6dc1c26d3251bf6937b3b4aed298e9485beef74a975392291467b1ed22f63
2020,NC_H08_20200213_0500_R21_FLDK.06001_06001_clipped,Himawari-8,20200213,0500,2020_new_clip/NC_H08_20200213_0500_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200213_0500_R21_FLDK.06001_06001_clipped_mask.png,12812168,1089,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,6dd511b669236d1fd9ff57b8d28292ccfbdf90f7c0c10823dc735a1f7f9af5bb,0f6dc542b1db7ba39b33b3e0252c25f1aa0b6514ddac1e648ba5320b337e4700
2020,NC_H08_20200213_0530_R21_FLDK.06001_06001_clipped,Himawari-8,20200213,0530,2020_new_clip/NC_H08_20200213_0530_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200213_0530_R21_FLDK.06001_06001_clipped_mask.png,12793426,1097,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,6011e15fdafb11244296befcd0ed3f4d898d64eec0507acad822a89121dd390f,ef37ff19474168b271c1b889db96eedfe4fcfbf03def195650178ff636bd3398
2020,NC_H08_20200213_0600_R21_FLDK.06001_06001_clipped,Himawari-8,20200213,0600,2020_new_clip/NC_H08_20200213_0600_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200213_0600_R21_FLDK.06001_06001_clipped_mask.png,12823290,992,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,66ca844bb3f903000de3f612f5e3616b5a9dbeec7ff0a4a44e95a72e0a141f16,5d1141be8fb4163d1b8a6fcf5f8500edd40022e652aa8834290ebfbff7d692f1
2020,NC_H08_20200213_0630_R21_FLDK.06001_06001_clipped,Himawari-8,20200213,0630,2020_new_clip/NC_H08_20200213_0630_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200213_0630_R21_FLDK.06001_06001_clipped_mask.png,12793160,1523,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,a853f8f8045878dd2aa5d60857971f085a098a938523714fc01db4e08a0bc444,1c0a1a60d35ae1ea754b6959a6f72ee60d7e92eb684dcb9bb77c1d65c2db1e8a
2020,NC_H08_20200213_0700_R21_FLDK.06001_06001_clipped,Himawari-8,20200213,0700,2020_new_clip/NC_H08_20200213_0700_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200213_0700_R21_FLDK.06001_06001_clipped_mask.png,12750300,1549,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,ed6ca69f441e7176d0a461b40a75c5b3fed3d20daed13a1560a8d23008f2f64c,8324527994d9152433d7bc25fab6aca78b80ee03595977a887cf3637b12bc925
2020,NC_H08_20200213_0730_R21_FLDK.06001_06001_clipped,Himawari-8,20200213,0730,2020_new_clip/NC_H08_20200213_0730_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200213_0730_R21_FLDK.06001_06001_clipped_mask.png,12666100,1054,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,a0a79c40c7e956b0e070360a81a5097d340ea0418e2e78ab85ac52a6c8fc3281,1004eb838af73492bf7e2069a5935420318702a90bc5dbc34d199333e03b111a
2020,NC_H08_20200213_0800_R21_FLDK.06001_06001_clipped,Himawari-8,20200213,0800,2020_new_clip/NC_H08_20200213_0800_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200213_0800_R21_FLDK.06001_06001_clipped_mask.png,12538567,868,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,0beed967527ea3e13ec208ce1913a96d5cc3409eb3053f5c1872a3077e2b3f9f,4d97f4c0c79e76aaf3df44ddee04be26027a9092579d0a6f6e090bd7404c7125
2020,NC_H08_20200214_0000_R21_FLDK.06001_06001_clipped,Himawari-8,20200214,0000,2020_new_clip/NC_H08_20200214_0000_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200214_0000_R21_FLDK.06001_06001_clipped_mask.png,12118563,2147,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,f0574b9d64eb9169d4d349df4609edd0540989a3b4edeaa38fe3827a99373778,c761260360f2794ad7b6b511502f4035524210a263f694cf909a4ef3258b09b8
2020,NC_H08_20200214_0030_R21_FLDK.06001_06001_clipped,Himawari-8,20200214,0030,2020_new_clip/NC_H08_20200214_0030_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200214_0030_R21_FLDK.06001_06001_clipped_mask.png,12242446,2236,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,a66b12eb001b7408c0a006bdb3cb604feced2ca2aeeb9f0bbc4fe3eeacbc05d3,4415b517872c6943244f8ff749fcf341ea7271dd1ce4fae86a67d914e9ea2cd4
2020,NC_H08_20200214_0100_R21_FLDK.06001_06001_clipped,Himawari-8,20200214,0100,2020_new_clip/NC_H08_20200214_0100_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200214_0100_R21_FLDK.06001_06001_clipped_mask.png,12309499,2478,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,b434b2641a8cd0fc15bc0bde1e327dc9a42004796d568cf6716106542e7894dd,1448904a2a7de04b1bb992002872cc1548798b19172931ce1ace5049277c2130
2020,NC_H08_20200214_0130_R21_FLDK.06001_06001_clipped,Himawari-8,20200214,0130,2020_new_clip/NC_H08_20200214_0130_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200214_0130_R21_FLDK.06001_06001_clipped_mask.png,12354222,945,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,af82e8126962876aebc92fa4f205b8775bd0c425417b6c32ce6fdc8730fd706c,cd6d78a2db07fa0309add3d456eb8d60a537db9d7ba197fc537fb4394ed45a02
2020,NC_H08_20200214_0200_R21_FLDK.06001_06001_clipped,Himawari-8,20200214,0200,2020_new_clip/NC_H08_20200214_0200_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200214_0200_R21_FLDK.06001_06001_clipped_mask.png,12447900,1447,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,33535f7a36f46ab55a77bd96e15eb828fcd258742b7cfb334cc3271e1ed97cef,2763c8c5465d57f194d47d3d27da399cdcff44eef9044fb97dd5c2b50ac1ecf2
2020,NC_H08_20200214_0230_R21_FLDK.06001_06001_clipped,Himawari-8,20200214,0230,2020_new_clip/NC_H08_20200214_0230_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200214_0230_R21_FLDK.06001_06001_clipped_mask.png,12438534,1677,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,ab6653b575c134310eb0103ae77ccc40551c50b245a33ce0c5f6251ce526f32c,e2c25612495d5e0789a7a9e697c1c979b7b7ea545194cb686b98cbfe110fea60
2020,NC_H08_20200214_0300_R21_FLDK.06001_06001_clipped,Himawari-8,20200214,0300,2020_new_clip/NC_H08_20200214_0300_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200214_0300_R21_FLDK.06001_06001_clipped_mask.png,12536981,1240,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,e3f50dd8526691fa40aac44d14b7fe54e834a7b9545e84f9abbedd10ee34d665,946f6b0c3533b4013598cc2b28d80ca715c37ed62a3ee76abe281b72c672aa3b
2020,NC_H08_20200214_0330_R21_FLDK.06001_06001_clipped,Himawari-8,20200214,0330,2020_new_clip/NC_H08_20200214_0330_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200214_0330_R21_FLDK.06001_06001_clipped_mask.png,12428682,1498,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,957efa71e80c427ed31ca08a7063a32de2c0b9b6b70923f90a90f71196972b54,53cb59179c7ff34d7d9f31d56528268534b2281f72c4c6b21afdc44be6680618
2020,NC_H08_20200214_0400_R21_FLDK.06001_06001_clipped,Himawari-8,20200214,0400,2020_new_clip/NC_H08_20200214_0400_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200214_0400_R21_FLDK.06001_06001_clipped_mask.png,12270077,1669,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,bf96f164c45c451c71cd1073a4ea3e27440267b42228d2fce5da26e522acfa0c,b5aa64d0cec6b3e3e320a781431d89fbc9db1f9d0386eeb79599feeee71a8a1b
2020,NC_H08_20200214_0430_R21_FLDK.06001_06001_clipped,Himawari-8,20200214,0430,2020_new_clip/NC_H08_20200214_0430_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200214_0430_R21_FLDK.06001_06001_clipped_mask.png,12600596,1276,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,9635210f81b9db41d4506b1834b6058ce8d0fd203a351820bbd27ad323366b49,41c5763acdbea6dd3015c3de447c24020f13eb376106601c9b78d77679357a94
2020,NC_H08_20200214_0500_R21_FLDK.06001_06001_clipped,Himawari-8,20200214,0500,2020_new_clip/NC_H08_20200214_0500_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200214_0500_R21_FLDK.06001_06001_clipped_mask.png,12720762,838,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,fa315dc0b68c28e7e4e8468280227e9877317a95269e04037f910975f1b43dec,2b21864f87b5ac9c3b08af3a274a319926f9de86b9323adc9f587b7d0f65b682
2020,NC_H08_20200214_0530_R21_FLDK.06001_06001_clipped,Himawari-8,20200214,0530,2020_new_clip/NC_H08_20200214_0530_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200214_0530_R21_FLDK.06001_06001_clipped_mask.png,12664830,1054,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,029f58dde6362fff48194a1dd899d9c55830f1633f5dd4b9b27a6d5e32322e5e,2ec92288af3d1230670f5aa7b679b85d78809952d1ca05433ca564646057db66
2020,NC_H08_20200214_0600_R21_FLDK.06001_06001_clipped,Himawari-8,20200214,0600,2020_new_clip/NC_H08_20200214_0600_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200214_0600_R21_FLDK.06001_06001_clipped_mask.png,12649940,1243,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,f5ce853f2e69e60b6ed5000fcdc6fa3c9ffb4129a060f7a1fcbcfa21ecb6d319,a5daa517426c98b8d558fcab96d3411fac83e2cb774e92aa292b6e04af590d23
2020,NC_H08_20200214_0630_R21_FLDK.06001_06001_clipped,Himawari-8,20200214,0630,2020_new_clip/NC_H08_20200214_0630_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200214_0630_R21_FLDK.06001_06001_clipped_mask.png,12630393,1332,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,8d7d9bba36d413b4dfa6164486e99de9ff4054aea63fa4a066ec73d5ea3f5eb4,820a0279fa0f965b510928aee1025a083b202758337327939ce142413c051940
2020,NC_H08_20200214_0700_R21_FLDK.06001_06001_clipped,Himawari-8,20200214,0700,2020_new_clip/NC_H08_20200214_0700_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200214_0700_R21_FLDK.06001_06001_clipped_mask.png,12597092,1265,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,2709da79017d9a13063d633658d11ac5e60ae94210088e25c055cbe213f6f548,73a0f7ff4a35ac8d909e3e10020039403978ffe5ab4926c31260a99695d2c6a1
2020,NC_H08_20200214_0800_R21_FLDK.06001_06001_clipped,Himawari-8,20200214,0800,2020_new_clip/NC_H08_20200214_0800_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200214_0800_R21_FLDK.06001_06001_clipped_mask.png,12367799,965,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,70134171f3b6ea1231e49c6f6a1a707a07f5aebc449e612b614c62dd6c7b314e,a80d6f04f73622e7bf39b56d048926260b70e467bee0b22fe96df5fbf1a64e8b
2020,NC_H08_20200214_0830_R21_FLDK.06001_06001_clipped,Himawari-8,20200214,0830,2020_new_clip/NC_H08_20200214_0830_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200214_0830_R21_FLDK.06001_06001_clipped_mask.png,12137668,822,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,0469c27dde7a6b2302d578483713bb99a82d9a7f6c3f8ac10d0143dde8464a77,b4780cd5401c853d2eb92cd7192a36d615df54f80f2985aa53c3c5fa3c5d6b89
2020,NC_H08_20200214_0900_R21_FLDK.06001_06001_clipped,Himawari-8,20200214,0900,2020_new_clip/NC_H08_20200214_0900_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200214_0900_R21_FLDK.06001_06001_clipped_mask.png,11734371,1471,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,9ee66e1f0f13fa3068a03337274bd4f38211825fd318935ea697c79d9166259b,5da66996d7169f192977ded730f57d1513e1836d0779fc0f20492beb1c864826
2020,NC_H08_20200214_0930_R21_FLDK.06001_06001_clipped,Himawari-8,20200214,0930,2020_new_clip/NC_H08_20200214_0930_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200214_0930_R21_FLDK.06001_06001_clipped_mask.png,10175187,1420,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,8774b3ac7b785fc73aa0af35ee71f34908c1969ebfaa63e99bd4e14a486089da,06ffa9b47472ebeb156252c36f65157dca433fdea3aa1458357539d1c7d54389
2020,NC_H08_20200214_1000_R21_FLDK.06001_06001_clipped,Himawari-8,20200214,1000,2020_new_clip/NC_H08_20200214_1000_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200214_1000_R21_FLDK.06001_06001_clipped_mask.png,8725609,1307,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,fc5c645d0df440fb7a00a398e997e4874255ec801b5bce9e906495bf0af6e934,44ab49f3825c4a573f5457b3031f5012d13bf17fd2d476331c1645728fb10439
2020,NC_H08_20200220_0000_R21_FLDK.06001_06001_clipped,Himawari-8,20200220,0000,2020_new_clip/NC_H08_20200220_0000_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200220_0000_R21_FLDK.06001_06001_clipped_mask.png,11523052,927,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,3cb713fdce11beb1cb6bfa1b452b6860f30f0cdc91dbd926605c89497887da9d,84a53eae44309f8523a3cf6f6b5aad5c4a77e31450986c0be8be2921dca12023
2020,NC_H08_20200220_0030_R21_FLDK.06001_06001_clipped,Himawari-8,20200220,0030,2020_new_clip/NC_H08_20200220_0030_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200220_0030_R21_FLDK.06001_06001_clipped_mask.png,11606019,874,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,1d7af6479628613480add34bbf1f16f73de34e7e71451d67276add5809cfe6b3,50ce57e14ef9504184f91cb587791f210e86bc95da0204f601470ea4c65e8eea
2020,NC_H08_20200220_0100_R21_FLDK.06001_06001_clipped,Himawari-8,20200220,0100,2020_new_clip/NC_H08_20200220_0100_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200220_0100_R21_FLDK.06001_06001_clipped_mask.png,11654236,869,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,c7a23457be9cde13ecb4fd6e9f28e20c731fd737852ae7c9f8a1b5209ea40212,d8cea1e22963cd021eeef1e73a36fa6f501c2f51dd1cc0b8b32a69e78256214f
2020,NC_H08_20200220_0130_R21_FLDK.06001_06001_clipped,Himawari-8,20200220,0130,2020_new_clip/NC_H08_20200220_0130_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200220_0130_R21_FLDK.06001_06001_clipped_mask.png,11654953,721,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,14fd5e376e90cf78d532750098390920c63e049bdb87b278fb8f3c4da59caa10,84a41c6704a77c278cd6a8b56e712bcb2717f193f555dabc0a0a333ed6275cb1
2020,NC_H08_20200220_0200_R21_FLDK.06001_06001_clipped,Himawari-8,20200220,0200,2020_new_clip/NC_H08_20200220_0200_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200220_0200_R21_FLDK.06001_06001_clipped_mask.png,11675412,685,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,ba034dd615b2b1d9ecfa304de66858d15337fb35c50a4eef6bc7c906628e39f8,4c23bd6e269e02a642c90bd4430267af21e2805c8728dd0e7895b174daba6de7
2020,NC_H08_20200220_0230_R21_FLDK.06001_06001_clipped,Himawari-8,20200220,0230,2020_new_clip/NC_H08_20200220_0230_R21_FLDK.06001_06001_clipped.tif,mask/NC_H08_20200220_0230_R21_FLDK.06001_06001_clipped_mask.png,11553711,648,450,450,20,float32,LZW,0.02,0.02,119,36,4326,450,450,L,0;255,paired,f77a73f78836910a651a74b0ae04e23893c0a4fe01b6f9e671143ff40cceef15,3d4ec6f0b52db7120ca11fa718e033a9511937bfbc09a59d28a584b69346a439
